DesignName,ParticipantID,TrialID,Block1,f
Rand. Function,2,155,59,quad
Rand. Function,2,156,60,line
Rand. Function,2,157,61,quad
Rand. Function,2,158,62,trig
Rand. Function,2,159,63,line
Rand. Function,2,160,64,trig
Rand. Function,2,161,65,quad
Rand. Function,2,162,66,line
Rand. Function,2,163,67,quad
Rand. Function,2,164,68,trig
Rand. Function,2,165,69,line
Rand. Function,2,166,70,trig
Rand. Function,2,167,71,quad
Rand. Function,2,168,72,line
Rand. Function,2,169,73,quad
Rand. Function,2,170,74,trig
Rand. Function,2,171,75,line
Rand. Function,2,172,76,trig
Rand. Function,2,173,77,quad
Rand. Function,2,174,78,line
Rand. Function,2,175,79,quad
Rand. Function,2,176,80,trig
Rand. Function,2,177,81,line
Rand. Function,2,178,82,trig
Rand. Function,2,179,83,quad
Rand. Function,2,180,84,line
Rand. Function,2,181,85,quad
Rand. Function,2,182,86,trig
Rand. Function,2,183,87,line
Rand. Function,2,184,88,trig
Rand. Function,2,185,89,quad
Rand. Function,2,186,90,line
Rand. Function,2,187,91,quad
Rand. Function,2,188,92,trig
Rand. Function,2,189,93,line
Rand. Function,2,190,94,trig
Rand. Function,2,191,95,quad
Rand. Function,2,192,96,line
Rand. Function,3,193,1,line
Rand. Function,3,194,2,quad
Rand. Function,3,195,3,trig
Rand. Function,3,196,4,quad
Rand. Function,3,197,5,line
Rand. Function,3,198,6,trig
Rand. Function,3,199,7,line
Rand. Function,3,200,8,quad
Rand. Function,3,201,9,trig
Rand. Function,3,202,10,quad
Rand. Function,3,203,11,line
Rand. Function,3,204,12,trig
Rand. Function,3,205,13,line
Rand. Function,3,206,14,quad
Rand. Function,3,207,15,trig
Rand. Function,3,208,16,quad
Rand. Function,3,209,17,line
Rand. Function,3,210,18,trig
Rand. Function,3,211,19,line
Rand. Function,3,212,20,quad
Rand. Function,3,213,21,trig
Rand. Function,3,214,22,quad
Rand. Function,3,215,23,line
Rand. Function,3,216,24,trig
Rand. Function,3,217,25,line
Rand. Function,3,218,26,quad
Rand. Function,3,219,27,trig
Rand. Function,3,220,28,quad
Rand. Function,3,221,29,line
Rand. Function,3,222,30,trig
Rand. Function,3,223,31,line
Rand. Function,3,224,32,quad
Rand. Function,3,225,33,trig
Rand. Function,3,226,34,quad
Rand. Function,3,227,35,line
Rand. Function,3,228,36,trig
Rand. Function,3,229,37,line
Rand. Function,3,230,38,quad
Rand. Function,3,231,39,trig
Rand. Function,3,232,40,quad
Rand. Function,3,233,41,line
Rand. Function,3,234,42,trig
Rand. Function,3,235,43,line
Rand. Function,3,236,44,quad
Rand. Function,3,237,45,trig
Rand. Function,3,238,46,quad
Rand. Function,3,239,47,line
Rand. Function,3,240,48,trig
Rand. Function,3,241,49,line
Rand. Function,3,242,50,quad
Rand. Function,3,243,51,trig
Rand. Function,3,244,52,quad
Rand. Function,3,245,53,line
Rand. Function,3,246,54,trig
Rand. Function,3,247,55,line
Rand. Function,3,248,56,quad
Rand. Function,3,249,57,trig
Rand. Function,3,250,58,quad
Rand. Function,3,251,59,line
Rand. Function,3,252,60,trig
Rand. Function,3,253,61,line
Rand. Function,3,254,62,quad
Rand. Function,3,255,63,trig
Rand. Function,3,256,64,quad
Rand. Function,3,257,65,line
Rand. Function,3,258,66,trig
Rand. Function,3,259,67,line
Rand. Function,3,260,68,quad
Rand. Function,3,261,69,trig
Rand. Function,3,262,70,quad
Rand. Function,3,263,71,line
Rand. Function,3,264,72,trig
Rand. Function,3,265,73,line
Rand. Function,3,266,74,quad
Rand. Function,3,267,75,trig
Rand. Function,3,268,76,quad
Rand. Function,3,269,77,line
Rand. Function,3,270,78,trig
Rand. Function,3,271,79,line
Rand. Function,3,272,80,quad
Rand. Function,3,273,81,trig
Rand. Function,3,274,82,quad
Rand. Function,3,275,83,line
Rand. Function,3,276,84,trig
Rand. Function,3,277,85,line
Rand. Function,3,278,86,quad
Rand. Function,3,279,87,trig
Rand. Function,3,280,88,quad
Rand. Function,3,281,89,line
Rand. Function,3,282,90,trig
Rand. Function,3,283,91,line
Rand. Function,3,284,92,quad
Rand. Function,3,285,93,trig
Rand. Function,3,286,94,quad
Rand. Function,3,287,95,line
Rand. Function,3,288,96,trig
Rand. Function,4,289,1,trig
Rand. Function,4,290,2,line
Rand. Function,4,291,3,quad
Rand. Function,4,292,4,line
Rand. Function,4,293,5,trig
Rand. Function,4,294,6,quad
Rand. Function,4,295,7,trig
Rand. Function,4,296,8,line
Rand. Function,4,297,9,quad
Rand. Function,4,298,10,line
Rand. Function,4,299,11,trig
Rand. Function,4,300,12,quad
Rand. Function,4,301,13,trig
Rand. Function,4,302,14,line
Rand. Function,4,303,15,quad
Rand. Function,4,304,16,line
Rand. Function,4,305,17,trig
Rand. Function,4,306,18,quad
Rand. Function,4,307,19,trig
Rand. Function,4,308,20,line
Rand. Function,4,309,21,quad
Rand. Function,4,310,22,line
Rand. Function,4,311,23,trig
Rand. Function,4,312,24,quad
Rand. Function,4,313,25,trig
Rand. Function,4,314,26,line
Rand. Function,4,315,27,quad
Rand. Function,4,316,28,line
Rand. Function,4,317,29,trig
Rand. Function,4,318,30,quad
Rand. Function,4,319,31,trig
Rand. Function,4,320,32,line
Rand. Function,4,321,33,quad
Rand. Function,4,322,34,line
Rand. Function,4,323,35,trig
Rand. Function,4,324,36,quad
Rand. Function,4,325,37,trig
Rand. Function,4,326,38,line
Rand. Function,4,327,39,quad
Rand. Function,4,328,40,line
Rand. Function,4,329,41,trig
Rand. Function,4,330,42,quad
Rand. Function,4,331,43,trig
Rand. Function,4,332,44,line
Rand. Function,4,333,45,quad
Rand. Function,4,334,46,line
Rand. Function,4,335,47,trig
Rand. Function,4,336,48,quad
Rand. Function,4,337,49,trig
Rand. Function,4,338,50,line
Rand. Function,4,339,51,quad
Rand. Function,4,340,52,line
Rand. Function,4,341,53,trig
Rand. Function,4,342,54,quad
Rand. Function,4,343,55,trig
Rand. Function,4,344,56,line
Rand. Function,4,345,57,quad
Rand. Function,4,346,58,line
Rand. Function,4,347,59,trig
Rand. Function,4,348,60,quad
Rand. Function,4,349,61,trig
Rand. Function,4,350,62,line
Rand. Function,4,351,63,quad
Rand. Function,4,352,64,line
Rand. Function,4,353,65,trig
Rand. Function,4,354,66,quad
Rand. Function,4,355,67,trig
Rand. Function,4,356,68,line
Rand. Function,4,357,69,quad
Rand. Function,4,358,70,line
Rand. Function,4,359,71,trig
Rand. Function,4,360,72,quad
Rand. Function,4,361,73,trig
Rand. Function,4,362,74,line
Rand. Function,4,363,75,quad
Rand. Function,4,364,76,line
Rand. Function,4,365,77,trig
Rand. Function,4,366,78,quad
Rand. Function,4,367,79,trig
Rand. Function,4,368,80,line
Rand. Function,4,369,81,quad
Rand. Function,4,370,82,line
Rand. Function,4,371,83,trig
Rand. Function,4,372,84,quad
Rand. Function,4,373,85,trig
Rand. Function,4,374,86,line
Rand. Function,4,375,87,quad
Rand. Function,4,376,88,line
Rand. Function,4,377,89,trig
Rand. Function,4,378,90,quad
Rand. Function,4,379,91,trig
Rand. Function,4,380,92,line
Rand. Function,4,381,93,quad
Rand. Function,4,382,94,line
Rand. Function,4,383,95,trig
Rand. Function,4,384,96,quad
Rand. Function,5,385,1,quad
Rand. Function,5,386,2,trig
Rand. Function,5,387,3,line
Rand. Function,5,388,4,trig
Rand. Function,5,389,5,quad
Rand. Function,5,390,6,line
Rand. Function,5,391,7,quad
Rand. Function,5,392,8,trig
Rand. Function,5,393,9,line
Rand. Function,5,394,10,trig
Rand. Function,5,395,11,quad
Rand. Function,5,396,12,line
Rand. Function,5,397,13,quad
Rand. Function,5,398,14,trig
Rand. Function,5,399,15,line
Rand. Function,5,400,16,trig
Rand. Function,5,401,17,quad
Rand. Function,5,402,18,line
Rand. Function,5,403,19,quad
Rand. Function,5,404,20,trig
Rand. Function,5,405,21,line
Rand. Function,5,406,22,trig
Rand. Function,5,407,23,quad
Rand. Function,5,408,24,line
Rand. Function,5,409,25,quad
Rand. Function,5,410,26,trig
Rand. Function,5,411,27,line
Rand. Function,5,412,28,trig
Rand. Function,5,413,29,quad
Rand. Function,5,414,30,line
Rand. Function,5,415,31,quad
Rand. Function,5,416,32,trig
Rand. Function,5,417,33,line
Rand. Function,5,418,34,trig
Rand. Function,5,419,35,quad
Rand. Function,5,420,36,line
Rand. Function,5,421,37,quad
Rand. Function,5,422,38,trig
Rand. Function,5,423,39,line
Rand. Function,5,424,40,trig
Rand. Function,5,425,41,quad
Rand. Function,5,426,42,line
Rand. Function,5,427,43,quad
Rand. Function,5,428,44,trig
Rand. Function,5,429,45,line
Rand. Function,5,430,46,trig
Rand. Function,5,431,47,quad
Rand. Function,5,432,48,line
Rand. Function,5,433,49,quad
Rand. Function,5,434,50,trig
Rand. Function,5,435,51,line
Rand. Function,5,436,52,trig
Rand. Function,5,437,53,quad
Rand. Function,5,438,54,line
Rand. Function,5,439,55,quad
Rand. Function,5,440,56,trig
Rand. Function,5,441,57,line
Rand. Function,5,442,58,trig
Rand. Function,5,443,59,quad
Rand. Function,5,444,60,line
Rand. Function,5,445,61,quad
Rand. Function,5,446,62,trig
Rand. Function,5,447,63,line
Rand. Function,5,448,64,trig
Rand. Function,5,449,65,quad
Rand. Function,5,450,66,line
Rand. Function,5,451,67,quad
Rand. Function,5,452,68,trig
Rand. Function,5,453,69,line
Rand. Function,5,454,70,trig
Rand. Function,5,455,71,quad
Rand. Function,5,456,72,line
Rand. Function,5,457,73,quad
Rand. Function,5,458,74,trig
Rand. Function,5,459,75,line
Rand. Function,5,460,76,trig
Rand. Function,5,461,77,quad
Rand. Function,5,462,78,line
Rand. Function,5,463,79,quad
Rand. Function,5,464,80,trig
Rand. Function,5,465,81,line
Rand. Function,5,466,82,trig
Rand. Function,5,467,83,quad
Rand. Function,5,468,84,line
Rand. Function,5,469,85,quad
Rand. Function,5,470,86,trig
Rand. Function,5,471,87,line
Rand. Function,5,472,88,trig
Rand. Function,5,473,89,quad
Rand. Function,5,474,90,line
Rand. Function,5,475,91,quad
Rand. Function,5,476,92,trig
Rand. Function,5,477,93,line
Rand. Function,5,478,94,trig
Rand. Function,5,479,95,quad
Rand. Function,5,480,96,line
Rand. Function,6,481,1,line
Rand. Function,6,482,2,quad
Rand. Function,6,483,3,trig
Rand. Function,6,484,4,quad
Rand. Function,6,485,5,line
Rand. Function,6,486,6,trig
Rand. Function,6,487,7,line
Rand. Function,6,488,8,quad
Rand. Function,6,489,9,trig
Rand. Function,6,490,10,quad
Rand. Function,6,491,11,line
Rand. Function,6,492,12,trig
Rand. Function,6,493,13,line
Rand. Function,6,494,14,quad
Rand. Function,6,495,15,trig
Rand. Function,6,496,16,quad
Rand. Function,6,497,17,line
Rand. Function,6,498,18,trig
Rand. Function,6,499,19,line
Rand. Function,6,500,20,quad
Rand. Function,6,501,21,trig
Rand. Function,6,502,22,quad
Rand. Function,6,503,23,line
Rand. Function,6,504,24,trig
Rand. Function,6,505,25,line
Rand. Function,6,506,26,quad
Rand. Function,6,507,27,trig
Rand. Function,6,508,28,quad
Rand. Function,6,509,29,line
Rand. Function,6,510,30,trig
Rand. Function,6,511,31,line
Rand. Function,6,512,32,quad
Rand. Function,6,513,33,trig
Rand. Function,6,514,34,quad
Rand. Function,6,515,35,line
Rand. Function,6,516,36,trig
Rand. Function,6,517,37,line
Rand. Function,6,518,38,quad
Rand. Function,6,519,39,trig
Rand. Function,6,520,40,quad
Rand. Function,6,521,41,line
Rand. Function,6,522,42,trig
Rand. Function,6,523,43,line
Rand. Function,6,524,44,quad
Rand. Function,6,525,45,trig
Rand. Function,6,526,46,quad
Rand. Function,6,527,47,line
Rand. Function,6,528,48,trig
Rand. Function,6,529,49,line
Rand. Function,6,530,50,quad
Rand. Function,6,531,51,trig
Rand. Function,6,532,52,quad
Rand. Function,6,533,53,line
Rand. Function,6,534,54,trig
Rand. Function,6,535,55,line
Rand. Function,6,536,56,quad
Rand. Function,6,537,57,trig
Rand. Function,6,538,58,quad
Rand. Function,6,539,59,line
Rand. Function,6,540,60,trig
Rand. Function,6,541,61,line
Rand. Function,6,542,62,quad
Rand. Function,6,543,63,trig
Rand. Function,6,544,64,quad
Rand. Function,6,545,65,line
Rand. Function,6,546,66,trig
Rand. Function,6,547,67,line
Rand. Function,6,548,68,quad
Rand. Function,6,549,69,trig
Rand. Function,6,550,70,quad
Rand. Function,6,551,71,line
Rand. Function,6,552,72,trig
Rand. Function,6,553,73,line
Rand. Function,6,554,74,quad
Rand. Function,6,555,75,trig
Rand. Function,6,556,76,quad
Rand. Function,6,557,77,line
Rand. Function,6,558,78,trig
Rand. Function,6,559,79,line
Rand. Function,6,560,80,quad
Rand. Function,6,561,81,trig
Rand. Function,6,562,82,quad
Rand. Function,6,563,83,line
Rand. Function,6,564,84,trig
Rand. Function,6,565,85,line
Rand. Function,6,566,86,quad
Rand. Function,6,567,87,trig
Rand. Function,6,568,88,quad
Rand. Function,6,569,89,line
Rand. Function,6,570,90,trig
Rand. Function,6,571,91,line
Rand. Function,6,572,92,quad
Rand. Function,6,573,93,trig
Rand. Function,6,574,94,quad
Rand. Function,6,575,95,line
Rand. Function,6,576,96,trig
Rand. Function,7,577,1,trig
Rand. Function,7,578,2,line
Rand. Function,7,579,3,quad
Rand. Function,7,580,4,line
Rand. Function,7,581,5,trig
Rand. Function,7,582,6,quad
Rand. Function,7,583,7,trig
Rand. Function,7,584,8,line
Rand. Function,7,585,9,quad
Rand. Function,7,586,10,line
Rand. Function,7,587,11,trig
Rand. Function,7,588,12,quad
Rand. Function,7,589,13,trig
Rand. Function,7,590,14,line
Rand. Function,7,591,15,quad
Rand. Function,7,592,16,line
Rand. Function,7,593,17,trig
Rand. Function,7,594,18,quad
Rand. Function,7,595,19,trig
Rand. Function,7,596,20,line
Rand. Function,7,597,21,quad
Rand. Function,7,598,22,line
Rand. Function,7,599,23,trig
Rand. Function,7,600,24,quad
Rand. Function,7,601,25,trig
Rand. Function,7,602,26,line
Rand. Function,7,603,27,quad
Rand. Function,7,604,28,line
Rand. Function,7,605,29,trig
Rand. Function,7,606,30,quad
Rand. Function,7,607,31,trig
Rand. Function,7,608,32,line
Rand. Function,7,609,33,quad
Rand. Function,7,610,34,line
Rand. Function,7,611,35,trig
Rand. Function,7,612,36,quad
Rand. Function,7,613,37,trig
Rand. Function,7,614,38,line
Rand. Function,7,615,39,quad
Rand. Function,7,616,40,line
Rand. Function,7,617,41,trig
Rand. Function,7,618,42,quad
Rand. Function,7,619,43,trig
Rand. Function,7,620,44,line
Rand. Function,7,621,45,quad
Rand. Function,7,622,46,line
Rand. Function,7,623,47,trig
Rand. Function,7,624,48,quad
Rand. Function,7,625,49,trig
Rand. Function,7,626,50,line
Rand. Function,7,627,51,quad
Rand. Function,7,628,52,line
Rand. Function,7,629,53,trig
Rand. Function,7,630,54,quad
Rand. Function,7,631,55,trig
Rand. Function,7,632,56,line
Rand. Function,7,633,57,quad
Rand. Function,7,634,58,line
Rand. Function,7,635,59,trig
Rand. Function,7,636,60,quad
Rand. Function,7,637,61,trig
Rand. Function,7,638,62,line
Rand. Function,7,639,63,quad
Rand. Function,7,640,64,line
Rand. Function,7,641,65,trig
Rand. Function,7,642,66,quad
Rand. Function,7,643,67,trig
Rand. Function,7,644,68,line
Rand. Function,7,645,69,quad
Rand. Function,7,646,70,line
Rand. Function,7,647,71,trig
Rand. Function,7,648,72,quad
Rand. Function,7,649,73,trig
Rand. Function,7,650,74,line
Rand. Function,7,651,75,quad
Rand. Function,7,652,76,line
Rand. Function,7,653,77,trig
Rand. Function,7,654,78,quad
Rand. Function,7,655,79,trig
Rand. Function,7,656,80,line
Rand. Function,7,657,81,quad
Rand. Function,7,658,82,line
Rand. Function,7,659,83,trig
Rand. Function,7,660,84,quad
Rand. Function,7,661,85,trig
Rand. Function,7,662,86,line
Rand. Function,7,663,87,quad
Rand. Function,7,664,88,line
Rand. Function,7,665,89,trig
Rand. Function,7,666,90,quad
Rand. Function,7,667,91,trig
Rand. Function,7,668,92,line
Rand. Function,7,669,93,quad
Rand. Function,7,670,94,line
Rand. Function,7,671,95,trig
Rand. Function,7,672,96,quad
Rand. Function,8,673,1,quad
Rand. Function,8,674,2,trig
Rand. Function,8,675,3,line
Rand. Function,8,676,4,trig
Rand. Function,8,677,5,quad
Rand. Function,8,678,6,line
Rand. Function,8,679,7,quad
Rand. Function,8,680,8,trig
Rand. Function,8,681,9,line
Rand. Function,8,682,10,trig
Rand. Function,8,683,11,quad
Rand. Function,8,684,12,line
Rand. Function,8,685,13,quad
Rand. Function,8,686,14,trig
Rand. Function,8,687,15,line
Rand. Function,8,688,16,trig
Rand. Function,8,689,17,quad
Rand. Function,8,690,18,line
Rand. Function,8,691,19,quad
Rand. Function,8,692,20,trig
Rand. Function,8,693,21,line
Rand. Function,8,694,22,trig
Rand. Function,8,695,23,quad
Rand. Function,8,696,24,line
Rand. Function,8,697,25,quad
Rand. Function,8,698,26,trig
Rand. Function,8,699,27,line
Rand. Function,8,700,28,trig
Rand. Function,8,701,29,quad
Rand. Function,8,702,30,line
Rand. Function,8,703,31,quad
Rand. Function,8,704,32,trig
Rand. Function,8,705,33,line
Rand. Function,8,706,34,trig
Rand. Function,8,707,35,quad
Rand. Function,8,708,36,line
Rand. Function,8,709,37,quad
Rand. Function,8,710,38,trig
Rand. Function,8,711,39,line
Rand. Function,8,712,40,trig
Rand. Function,8,713,41,quad
Rand. Function,8,714,42,line
Rand. Function,8,715,43,quad
Rand. Function,8,716,44,trig
Rand. Function,8,717,45,line
Rand. Function,8,718,46,trig
Rand. Function,8,719,47,quad
Rand. Function,8,720,48,line
Rand. Function,8,721,49,quad
Rand. Function,8,722,50,trig
Rand. Function,8,723,51,line
Rand. Function,8,724,52,trig
Rand. Function,8,725,53,quad
Rand. Function,8,726,54,line
Rand. Function,8,727,55,quad
Rand. Function,8,728,56,trig
Rand. Function,8,729,57,line
Rand. Function,8,730,58,trig
Rand. Function,8,731,59,quad
Rand. Function,8,732,60,line
Rand. Function,8,733,61,quad
Rand. Function,8,734,62,trig
Rand. Function,8,735,63,line
Rand. Function,8,736,64,trig
Rand. Function,8,737,65,quad
Rand. Function,8,738,66,line
Rand. Function,8,739,67,quad
Rand. Function,8,740,68,trig
Rand. Function,8,741,69,line
Rand. Function,8,742,70,trig
Rand. Function,8,743,71,quad
Rand. Function,8,744,72,line
Rand. Function,8,745,73,quad
Rand. Function,8,746,74,trig
Rand. Function,8,747,75,line
Rand. Function,8,748,76,trig
Rand. Function,8,749,77,quad
Rand. Function,8,750,78,line
Rand. Function,8,751,79,quad
Rand. Function,8,752,80,trig
Rand. Function,8,753,81,line
Rand. Function,8,754,82,trig
Rand. Function,8,755,83,quad
Rand. Function,8,756,84,line
Rand. Function,8,757,85,quad
Rand. Function,8,758,86,trig
Rand. Function,8,759,87,line
Rand. Function,8,760,88,trig
Rand. Function,8,761,89,quad
Rand. Function,8,762,90,line
Rand. Function,8,763,91,quad
Rand. Function,8,764,92,trig
Rand. Function,8,765,93,line
Rand. Function,8,766,94,trig
Rand. Function,8,767,95,quad
Rand. Function,8,768,96,line
